Data,Label
829.902508349113,0
954.495659256266,0
898.8037630635091,0
779.223869630375,0
501.926203909324,0
298.484056971242,0
71.2952370457558,0
-49.5080475333967,0
71.06424468429441,0
203.681928378126,0
393.23633631964896,0
611.653780783041,0
763.7440134730721,0
841.448642441272,0
801.533436009837,0
595.786571336839,0
309.54953760038,0
112.193430542458,0
-131.25670678,0
-90.9804603864217,0
35.8163232359546,0
248.082365045812,0
486.595305844903,0
781.891241768601,0
1015.10048365158,0
1086.20132328967,0
1134.00529844051,0
865.02515329989,0
684.719286476985,0
436.114061426692,0
250.2913940372549,0
170.325371566177,0
257.359463425686,0
361.03530639351,0
664.483163455979,0
850.364404875605,0
1015.08021956499,0
965.6227682587912,0
917.210911806785,0
757.287885726967,0
476.292789040961,0
232.390398906797,0
150.22604509046602,0
-5.43237478629176,0
139.173069023783,0
406.853222650447,0
673.447109052025,0
939.016574681261,0
1249.13072584226,0
1303.5292656406698,0
1188.55890316496,0
1074.7202862525,0
902.069116412696,0
665.4370349731951,0
429.129742196565,0
323.58345886891703,0
291.220959360042,0
569.044226811512,0
715.057849359012,0
974.668556732461,0
1073.2803910101,0
1176.5148306084698,0
984.465633106363,0
954.418540353217,0
601.126876657833,0
404.191414155414,0
149.885587115614,0
179.242269285723,0
341.076774542731,0
525.119922055093,0
790.037472734796,0
1047.6271082156698,0
1275.72405812178,0
1480.8545483854598,0
1320.17978549103,0
1147.15633023876,0
899.8272961497031,0
628.124212037052,0
483.64095178896696,0
387.876955891287,0
461.458856850058,0
586.9453183515969,0
744.74428553629,0
991.920522333677,0
1156.16806461539,0
1267.32193622961,0
1066.86962642343,0
896.7921897765109,0
675.585217149145,0
381.063871699829,0
216.18997361199,0
161.162727499044,0
218.890582862188,0
391.680946237049,0
775.430716315335,0
1019.42275468076,0
1284.3272921646198,0
1399.0335507457598,0
1299.92371845968,0
1149.76772133748,0
882.347648446339,0
649.036048952927,0
421.81053265282,0
336.646706523732,0
425.308938056827,0
524.534961225808,0
788.797379837012,0
980.063816712082,0
1102.28625865352,0
1139.85668795746,0
1078.91989626044,0
843.693496916089,0
651.469138776436,0
355.333019514657,0
174.903070973318,0
136.876769528311,0
247.254369600073,0
461.038512732797,0
698.623802381521,0
1076.10964701181,0
1180.25204449547,0
1320.2194188953,0
1324.6257179739698,0
1114.98963596699,0
838.9544356158659,0
600.168618170839,0
379.4118284311541,0
359.001296354032,0
390.56549647117896,0
506.040861592007,0
695.240505811581,0
908.4238213687172,0
1142.2321447735198,0
1162.53299354532,0
972.021769162948,0
853.0329530158051,0
682.158027139536,0
318.02277572188,0
125.694325000426,0
63.6535992543004,0
228.80533142588504,0
428.376905025073,0
773.132873636312,0
986.1432643766092,0
1228.80457814021,0
1378.0904204453198,0
1295.64922918964,0
1117.7840836990802,0
892.874278564945,0
629.068172670643,0
430.66956501994696,0
369.014818672881,0
365.57537735871,0
573.554797094872,0
778.221027163309,0
996.911426167428,0
1141.89936767698,0
1212.07952298534,0
1091.10280879004,0
896.275832789855,0
678.772656547501,0
433.997289482904,0
235.611311328066,0
196.284598732714,0
276.792929363051,0
551.4764743089199,0
859.8301503220509,0
1168.16623542025,0
1383.9157134695402,0
1525.52882157879,0
1442.31904952655,0
1162.2518633790598,0
1005.45867072402,0
766.5916134675509,0
580.328357078479,0
487.458750299811,0
613.858244238058,0
723.0327579195599,0
949.752900695266,0
1098.35561319732,0
1229.88272569095,0
1371.97439339042,0
1205.512510985,0
1005.23402986966,0
863.2861604820621,0
614.5166643061509,0
398.619865939167,0
367.34969946185305,0
465.930267615287,0
776.498559336261,0
960.732282987534,0
1299.88044274269,0
1548.53029149586,0
1630.5538684652302,0
1586.98313881375,0
1425.50335034517,0
1263.04812187417,0
924.36051339235,0
733.420534419763,0
710.9460837990081,0
720.449775599681,0
938.931648371673,0
1116.1888789083698,0
1343.97100639003,0
1552.99598811051,0
1505.79898493174,0
1492.23605519253,0
1237.06096593021,0
1006.58453101703,0
732.0219811096381,0
616.960855390173,0
581.372023361042,0
619.6137217476451,0
846.5818999317939,0
1205.27116142942,0
1469.17943168659,0
1629.94491987343,0
1786.89764925675,0
1771.94703038522,0
1556.96409727324,0
1354.506480531,0
1081.08302022341,0
957.6708459015848,0
833.5120202795531,0
889.5838486131211,0
1126.60812158735,0
1280.9359850728,0
1455.70909151595,0
1602.0377174460098,0
1674.42265352746,0
1560.9865756032998,0
1420.6070923260002,0
1155.92004519319,0
899.072662005025,0
730.493911026734,0
691.7947607517349,0
772.1774625293269,0
1004.07210391943,0
1287.68969371218,0
1509.51479183374,0
1753.30841073483,0
1868.0484599149104,0
1845.82041465755,0
1692.7417214865698,0
1436.4083158331302,0
1204.49995649192,0
942.327402815746,0
878.4621404103141,0
851.794287200774,0
1111.8691916649,0
1268.38235657469,0
1484.91803707873,0
1718.77845697479,0
1718.88520087217,0
1570.00835270908,0
1424.1601844719598,0
1114.46603687374,0
910.856819002846,0
777.00040546155,0
750.654938033858,0
793.9450654764901,0
1024.30885685952,0
1261.50546779439,0
1541.22813852961,0
1754.5051463006305,0
1918.27826864957,0
1784.36786495427,0
1629.88345774104,0
1458.94190143129,0
1169.09623303452,0
900.757613827775,0
871.724657393062,0
887.1310015034509,0
1077.34638463926,0
1223.76594087366,0
1524.9095674259197,0
1632.72955866289,0
1723.89048111685,0
1559.24719890576,0
1375.7427979748402,0
1095.96406717303,0
874.223283922696,0
690.777218412582,0
640.434670461715,0
764.8648092961149,0
-421.210485592796,1
1170.13476692552,0
1467.30774308163,0
1762.5899281107395,0
1784.03217133767,0
1824.95813337046,0
1622.36963414861,0
1369.3900598209,0
1061.33792236947,0
897.154300507273,0
857.4795986303141,0
906.182146983536,0
977.3697691451912,0
1264.38260419866,0
1486.70523225172,0
1544.0428405040802,0
1627.02828824713,0
1555.62228745813,0
1345.0759820401402,0
1078.13794165814,0
870.9187814887421,0
696.090313198324,0
719.476253807648,0
719.0020511931821,0
962.320500757206,0
1214.57494336637,0
1504.09907710102,0
1742.95258498935,0
1872.71373088409,0
1854.9662240573496,0
1627.04010515948,0
1370.04490115619,0
1153.5188011875698,0
993.065808502912,0
891.9461444251519,0
907.212538960359,0
1008.43933596703,0
1259.58400625684,0
1532.4464572430302,0
1690.5566849934698,0
1658.50726075895,0
1621.29526430875,0
1401.24840466481,0
1240.98354041445,0
939.9478953212,0
724.691919130717,0
744.2551112584649,0
-586.236627454265,1
1038.73236663203,0
1352.97030291448,0
1673.1401497965398,0
1824.42911746189,0
2043.25460772506,0
1950.55574456349,0
1695.91188302198,0
1463.69141952136,0
1267.36941938395,0
1069.9906830431,0
1010.04645245853,0
1064.70196795704,0
1143.38242502251,0
1461.85910141897,0
1632.8127771236402,0
1797.2157516739603,0
1937.5890062639105,0
1812.42949042896,0
1571.49266651904,0
1332.43776435589,0
1071.7793183454,0
920.351123811858,0
939.436833930225,0
1017.37809105533,0
1245.65987475987,0
1501.14375882612,0
1847.7200940124496,0
2062.95366847607,0
2142.84495206073,0
2089.09532657421,0
1907.91912401841,0
1657.67119704905,0
1404.91227322957,0
1240.30279398088,0
1195.7188555154598,0
1208.72121133689,0
1407.78312765504,0
1616.27622445215,0
1805.4303424244897,0
1990.32608081815,0
2041.79829177983,0
1927.04906873746,0
1821.40061126933,0
1551.2357491466198,0
1264.36530995349,0
1125.71766767934,0
1121.7265075768,0
1172.03006514835,0
1393.99100275026,0
1622.90396987203,0
1978.61942342037,0
2203.06995294249,0
2263.2940757178303,0
2262.17995433992,0
2067.8192033175897,0
1879.48464702922,0
1606.91054132612,0
1408.49956818961,0
1343.43128621203,0
1341.82731514017,0
1516.41440037569,0
1758.77992534731,0
1943.5234125929,0
2136.20866372302,0
2139.68664976925,0
2079.8683192132603,0
1904.2806163108105,0
1589.2799189783802,0
1410.2032110864402,0
1258.70652644479,0
1172.55859732145,0
1250.99741815195,0
1478.49839817974,0
1802.1998580901104,0
2052.68303740349,0
2209.84710324217,0
2442.36404579226,0
2405.4230135825896,0
2098.8037726785,0
1883.3755583288605,0
1651.46795381702,0
1505.29250963185,0
1409.66133927924,0
1374.76195157458,0
1565.5328866583802,0
1829.0024510780304,0
2016.40232677904,0
2172.06624613328,0
2205.73115816082,0
2166.64157723983,0
1902.29130103838,0
1724.6434987395498,0
1376.77070656395,0
1188.18612773485,0
1171.47762522485,0
1260.01603968164,0
1487.68900410822,0
1778.47848819145,0
2024.15109890996,0
2263.62220906189,0
2467.3210509256896,0
2354.15512914719,0
2153.2353260561104,0
1986.0250326320893,0
1691.6254004001598,0
1496.48639508577,0
1367.32682589,0
1408.4656979829902,0
1590.80071022291,0
1736.6645668582098,0
1970.2079414809696,0
2136.943617057,0
2158.4547353893,0
2083.36324322163,0
1929.29088224178,0
1680.7975388902698,0
1343.31115101503,0
1203.55524243504,0
1134.57297954643,0
1251.18386585399,0
1457.2002368873498,0
1776.90511790969,0
2036.3986281353,0
2264.10609618444,0
2354.28427597251,0
2241.1344258351,0
2143.63857226422,0
1882.47987012922,0
1603.51762909201,0
1370.16826201796,0
1306.71759049369,0
2737.6473811546603,1
1564.21367615785,0
1763.84475493075,0
1980.4541249688896,0
2110.98010849922,0
2135.24249661247,0
2030.5401816321,0
1850.33626617146,0
1658.7139499204998,0
1373.70738318492,0
1185.4404346149302,0
1141.16291804341,0
1243.10418959261,0
1506.62519250408,0
1737.3377277250595,0
2011.8538181251504,0
2263.13131752939,0
2366.79084014669,0
2342.85764524756,0
2118.16997347885,0
1915.70394136632,0
1644.58954518903,0
1431.1784853410998,0
1333.05208319723,0
1364.14133635084,0
1566.4596998778195,0
1762.09040121345,0
1995.37562594662,0
2143.37598969149,0
2273.08943444681,0
2175.28162451174,0
1903.73883055465,0
1747.52219156875,0
1401.08643319721,0
1313.7360797211802,0
1242.43943119531,0
1311.63544983024,0
1525.81821505993,0
1878.91944225972,0
2170.84920323231,0
2328.77908254151,0
2489.47517681348,0
2450.53957531496,0
2234.3366231607897,0
1948.4239307997304,0
1767.7957167549898,0
1569.7424608648998,0
1483.2524024888598,0
1596.38033986203,0
1705.9542375544502,0
1942.74521245588,0
2151.58805861076,0
2357.67441325571,0
2377.0517400347303,0
2293.19304772076,0
2034.1648718616896,0
1848.1331462058,0
1625.9433180329902,0
1433.78757570746,0
1474.1122821748402,0
1520.25496313671,0
1691.6284374593,0
2049.30813005446,0
2317.66476488991,0
2526.4262828795,0
2641.40822737818,0
2611.78777610968,0
2448.17431116414,0
2204.55762307348,0
1952.93118904726,0
1790.40502555411,0
3140.66957838554,1
1722.50564967025,0
1891.78595930767,0
2128.8381968343697,0
2335.8480996263697,0
2475.42556658166,0
2562.80302830536,0
2511.49641819519,0
2295.80146741457,0
2035.42566119173,0
1736.26112023593,0
1608.43856869229,0
1528.8210943499405,0
1679.2224894385502,0
1859.33643949418,0
2232.37745481012,0
2497.57919143911,0
2689.6871708203603,0
2851.750131190769,0
2755.1801633881105,0
2564.31152467011,0
2362.17177824399,0
2135.79550877392,0
1870.9069653118104,0
1806.6814180461,0
1915.357716452569,0
2013.6415033122,0
2306.23548941876,0
2502.20950874604,0
2635.37651314709,0
2656.06750965285,0
2555.33492930936,0
2393.6590002329103,0
2144.42686866564,0
1910.75481089835,0
1744.78093051295,0
1721.52960780862,0
400.091830406425,1
1958.939593706,0
2268.11027179812,0
2611.84416907329,0
2771.90389810762,0
2914.75867223778,0
2835.10983990197,0
2721.0283582485104,0
2429.3376875170898,0
2174.70948184838,0
1968.14996903772,0
1851.55628576663,0
1936.1824041328896,0
2087.66903066082,0
3765.5286533696494,1
2469.17802787484,0
2641.58287807547,0
2601.2063707480897,0
2658.53211080689,0
2428.64366471118,0
2176.99907427847,0
1969.5875173866,0
1769.1032454733,0
1723.0191746558498,0
1780.41692734084,0
2041.60288601128,0
2262.33989534865,0
2576.83172501437,0
2841.78647746264,0
2920.2160085854,0
2740.31506544203,0
2658.65986565494,0
2446.63924343292,0
2140.54378161588,0
1969.0486956548496,0
1893.06904825022,0
1921.0874321164,0
2056.56730608277,0
2236.5221367114,0
2494.45256001195,0
2599.95169662384,0
2645.2404990652803,0
2608.3817220271803,0
2408.34095824589,0
2127.59048452024,0
1899.8861251645,0
1705.24109581551,0
1646.16614976474,0
1792.1312135285398,0
1897.16564648787,0
2193.37648399895,0
2533.95433601836,0
2731.38691770737,0
2855.1746869607696,0
2779.18189594729,0
2678.2175276901603,0
2338.75385788623,0
2122.40420849339,0
1980.11170777311,0
1822.52325513031,0
1820.3090244595,0
2089.49039895688,0
2250.0969919141,0
2451.487509949,0
2579.59223584566,0
2632.3506431434803,0
2597.8770263857,0
2350.85246992454,0
2144.04963537495,0
1853.1352020586603,0
1738.5782191892902,0
1640.2641705747,0
1794.3194241545602,0
1939.7431955305603,0
2276.02963933736,0
2562.02737410179,0
2835.97440815016,0
2883.39316518802,0
2757.53208769136,0
2643.98374431643,0
2398.13448360447,0
2134.82518694997,0
1946.57281006446,0
1913.15015983746,0
1900.6091585686304,0
2060.4136057149103,0
2336.67940987258,0
2494.08046702609,0
2635.56858034552,0
2706.39417145379,0
2628.5132281180104,0
2478.88650480779,0
2119.82696661046,0
1942.44457509471,0
1815.6758465098897,0
1725.32888874552,0
1862.58224188731,0
2042.69383133998,0
2376.14139090363,0
2614.80787328554,0
2924.93949122221,0
2978.17000244647,0
2941.85296436584,0
2720.22895818049,0
2521.51041936839,0
2318.746958925,0
2101.8289221313103,0
1992.00025246849,0
2052.93099889405,0
2228.47220673172,0
2416.17939544554,0
2627.55839476251,0
2865.64041868734,0
2802.618719006261,0
2748.5054643526,0
2583.34194078121,0
2324.87088561502,0
2099.40987215555,0
1976.77938150566,0
1861.05595872333,0
2042.09227899261,0
2321.25536138977,0
2543.83421118835,0
2800.8433229721995,0
2997.2240368379103,0
3170.1281969823103,0
3124.94047168024,0
2964.67371312748,0
4100.8314160845,1
2456.66709151656,0
2263.7731180770897,0
2193.65873964626,0
2265.3849676953,0
2402.6487317888395,0
2628.3868097304503,0
2799.4721699873,0
2975.2259011692,0
3052.36146657248,0
2975.7143520398604,0
2756.88618463674,0
2509.41237482861,0
2272.37982256037,0
2052.22862575811,0
2108.89973889491,0
2205.18788370245,0
2428.9353920078697,0
2704.0877594635,0
2965.18938333792,0
3200.39223268168,0
3303.20584220856,0
3295.65911658497,0
3054.13305639274,0
2926.2977148137898,0
2616.0784072743104,0
2434.58497857684,0
2333.53705201558,0
2311.3182032262603,0
2530.5792607196,0
2813.56732820519,0
3031.00967251827,0
3174.9691780097496,0
3219.483775316789,0
3082.89456560813,0
2903.61493610067,0
2623.6611149248,0
2406.71689533599,0
2265.23073983945,0
2226.53336739766,0
2277.15362066478,0
2453.78199073496,0
2823.3666039989503,0
3122.61281676807,0
3374.77799698144,0
3365.56959280396,0
3352.5457190564,0
3217.56400643922,0
2925.89647627872,0
2742.40959428928,0
2430.92234379785,0
2371.67855719808,0
2437.8315508417104,0
2591.27142190636,0
2836.76891211312,0
3032.99556915154,0
3206.5630401567896,0
3182.57352810151,0
3048.74877657694,0
2933.8214701423,0
2648.50905115987,0
2343.26623698988,0
2207.54090335293,0
2221.5553832277697,0
2346.21636089682,0
2522.4406323047,0
2850.2273071303,0
3082.1110287722804,0
3318.42719196893,0
3406.4028593979497,0
3369.17723275258,0
3158.81799798498,0
2950.4351850968105,0
2699.48241787387,0
2476.8624001368203,0
2351.17970003663,0
2394.19514271577,0
2549.3152977066898,0
2748.04354897928,0
2983.0306121029103,0
3197.3360070209696,0
3108.77456299357,0
3038.74947347524,0
2906.19340947169,0
2587.15333324843,0
2357.87877361139,0
2219.92161403452,0
2191.56993018603,0
2286.07156086835,0
2464.28712192251,0
2735.04671456914,0
3033.90349707641,0
3224.80316702014,0
3357.4605511273803,0
3298.04729013831,0
3138.42135873919,0
2897.71029833218,0
2614.52623546972,0
2393.12390808436,0
2345.63996557385,0
2403.35976845309,0
2559.73724466588,0
2783.8621308711,0
2981.88143069739,0
3113.98131794409,0
3156.82212578708,0
3060.1865457857502,0
2832.23303633309,0
2563.12665915619,0
2373.8251546436,0
2164.68318323012,0
2170.80828131024,0
2273.90722621205,0
2543.59455346223,0
2781.11256526307,0
3049.70971234504,0
3259.25498636713,0
3335.5291457565004,0
3318.16601067485,0
3147.94868204599,0
2898.10907890058,0
2651.6438029362803,0
2478.95190414753,0
2387.70145167482,0
2433.1946693598497,0
2529.59714049561,0
2809.1471594905497,0
2997.87883306824,0
3148.3157081400104,0
3193.63291106857,0
3154.8177832966103,0
2919.45453783849,0
2660.55983892293,0
2434.28689915424,0
2333.9707481439605,0
2243.06028822626,0
2372.29404476318,0
2574.47971718799,0
2846.73459174562,0
3169.0915401515304,0
3403.8442753761897,0
3515.12225518408,0
3444.71765516942,0
3269.16033585385,0
3022.9381830094603,0
2787.85009913642,0
2618.3721773368698,0
2553.5801231669698,0
2588.35178570303,0
2710.7641144333898,0
2933.78829097949,0
3180.53594674541,0
3289.46629873519,0
3330.71321336908,0
3295.7959091423304,0
3103.8750306118604,0
2870.175915806,0
2602.7631118155105,0
2487.43416993137,0
2420.91857906918,0
2479.30823797661,0
2711.00946131074,0
3040.96468694364,0
3336.16368432375,0
3535.0546414407795,0
3663.1847992111498,0
3590.21077812916,0
3528.5995431855,0
3201.64667812085,0
2933.3414013199604,0
2789.77407286558,0
2696.38226973884,0
2723.18629541122,0
1476.85995305904,1
3142.4778574707298,0
3295.78659741124,0
3459.9900606333504,0
3602.30835086535,0
3470.23819527245,0
3315.882952422,0
2959.15832239654,0
2795.24297240204,0
2601.42478703514,0
2603.38325346433,0
2735.5196773907896,0
2907.0637369792303,0
3242.35913310102,0
3478.0463217355896,0
3764.0426085440495,0
3857.64321027245,0
3779.60221935364,0
3632.77820010445,0
3380.48058005901,0
3130.2019686112394,0
2932.0694475084697,0
2868.99993195372,0
2882.19077879155,0
3027.12909084928,0
3276.85569838768,0
3465.3491504539697,0
3550.60597090992,0
3704.602855814961,0
3636.49569656572,0
3438.43057086916,0
3196.3869353400896,0
2911.77416978357,0
2682.95731972814,0
2676.41179326944,0
2809.68495837971,0
2974.08358539393,0
3293.87164706129,0
3562.13836020469,0
3827.7942624367206,0
3900.21901947743,0
3851.67838352797,0
3743.60168861565,0
3457.38142582839,0
3171.02621275064,0
2995.6586729824603,0
2936.73814994809,0
2979.36884448792,0
3107.0871082980498,0
3311.5482364626696,0
3556.85233990248,0
3674.24540556244,0
3740.391619237561,0
3649.4215650014494,0
3401.8950638556103,0
3122.623655631789,0
2944.87566140245,0
2770.22789955446,0
2691.76490976499,0
2792.49671945859,0
3029.29318773404,0
1922.7765586450896,1
3613.42714850684,0
3813.79385327372,0
3902.91927069174,0
3876.79255540867,0
3698.54808443794,0
3435.98840915819,0
3176.39798840411,0
3017.22075561067,0
2978.01504444137,0
2920.42341988547,0
3063.3065304696697,0
3240.5005950031,0
3472.59878706099,0
3657.299736446421,0
3660.12763282868,0
3671.93585725448,0
3372.3405184030103,0
3117.6583691615,0
2875.39599670652,0
2684.54601435412,0
2716.2960514617303,0
2706.31586421958,0
2987.53234397292,0
3303.9897524711605,0
3494.9071664885496,0
3796.2463172452,0
3830.17076689882,0
3785.78024165925,0
3627.75099779514,0
3345.8995799270897,0
3124.31443785323,0
2918.44265958271,0
2830.07832538212,0
2885.94294319893,0
3083.28861001464,0
3268.2894294161497,0
3533.0343462504206,0
3612.27136785943,0
3648.7603090917,0
3585.9074514598497,0
3364.96241336873,0
3061.21892403406,0
2831.15091184652,0
1359.76059946435,1
2706.44545090679,0
2781.9365132492403,0
2998.03201838388,0
3230.62767751164,0
3592.8828695684,0
3781.783805836421,0
3828.2455154032896,0
3851.6240156569,0
3625.25190314824,0
3378.4088226267104,0
3125.9404322596697,0
2957.048081314489,0
2822.5693112742497,0
2945.98359835164,0
3095.05135850465,0
3262.54900868422,0
3560.149720852321,0
3676.45623636709,0
3722.9372181320296,0
3650.9348268451295,0
3449.89220515333,0
3198.39055878409,0
2938.77085632244,0
2790.9203301831,0
2767.53354670675,0
2860.67023894989,0
3037.75738810338,0
3388.42055014602,0
3645.1807825927694,0
3841.00356780565,0
3965.640652548429,0
3874.40158457841,0
3787.76427909758,0
3594.80586034878,0
3290.93999054766,0
3115.23071347884,0
2996.41399773937,0
3026.73775768435,0
3194.9406969555102,0
3428.76892833214,0
3678.03767833216,0
3842.80537619437,0
3869.17003444752,0
3784.06713302557,0
3613.1383721767497,0
3338.23324565724,0
4513.584529593811,1
2977.24471572602,0
2902.6150454087897,0
3003.8740193204303,0
3236.8419942437604,0
3529.29232413576,0
3819.4684040834704,0
4056.3188721308097,0
4196.0641835200295,0
4054.0222568966,0
3947.6838179883,0
3752.41142219196,0
3482.35957039222,0
3268.31244243516,0
3198.83507386175,0
3326.6634491337,0
3413.80320046675,0
3627.53250371194,0
3859.18959749806,0
4068.65749262889,0
4045.64387345405,0
3982.71105963401,0
3759.53121404409,0
3532.43432102882,0
3217.11367025558,0
3163.21612805849,0
3112.08728402002,0
3218.02413033204,0
3454.08478716834,0
3713.7194269977294,0
4001.52207637079,0
4234.57655346698,0
4285.55271391073,0
4215.54977554601,0
4084.57092064269,0
3844.4935262052295,0
3636.05856220841,0
3383.28508005972,0
3301.0070050416,0
3370.30438578281,0
4970.61058143219,1
3762.04410053314,0
3974.7054777418703,0
4153.35417901071,0
4194.43421635488,0
4136.60502292424,0
3873.76491699856,0
3675.278579350661,0
3372.37492458044,0
3213.4826859497803,0
3177.1401818077898,0
3331.34462785522,0
3489.86719032651,0
3773.6271128291296,0
4078.28100535755,0
4305.609717403279,0
4412.611806021389,0
4357.32337143154,0
4178.22480427572,0
3976.2908635387,0
3614.71472669054,0
3474.93852697984,0
3426.3613171012203,0
3397.51109120595,0
3596.33179368425,0
3831.91767558725,0
4026.87609621844,0
4105.22146521002,0
4224.649366724129,0
4119.76125194055,0
3898.69083501654,0
3692.35912912708,0
3431.25139256431,0
3244.5207748594,0
3206.8187162354698,0
1829.33202136437,1
3519.5797357057,0
3772.9363521245705,0
4119.90402012971,0
4286.84564332755,0
4368.89640972378,0
4319.62324340081,0
4153.23124219337,0
3962.62135129916,0
3670.26913663089,0
3453.3447796386,0
3427.87354608599,0
3423.3961889861,0
3577.6270228528,0
3816.60282633859,0
3958.11751742029,0
4158.1399855667405,0
4199.06646342594,0
4108.461115052561,0
3934.3416114162897,0
3569.3041705913,0
3415.54974857054,0
3205.73906697517,0
3139.98309811118,0
3261.86763511118,0
3468.89295369731,0
3764.75958797634,0
4056.42032730508,0
4293.28785323837,0
4352.96739151372,0
4302.77318306096,0
4068.81656211867,0
3932.57654637825,0
3612.57190098424,0
3430.72912521864,0
3325.6390491130296,0
3365.99967370375,0
3569.94417053301,0
3830.75976453386,0
4011.52134317155,0
4166.30297105651,0
4162.791486169989,0
4077.2356425012094,0
3887.2471708350704,0
3646.19977492683,0
3360.3797816041497,0
3201.83639039013,0
3158.6166067795502,0
3206.75937767396,0
3502.9737335978,0
3804.57655732737,0
4025.23028104544,0
4243.00574467976,0
4351.59377784416,0
4343.515292367179,0
4111.18472984305,0
3879.328527519579,0
3630.57976010445,0
3490.14127747044,0
3378.50624039342,0
3412.80317945403,0
3647.52819832106,0
3847.59122763194,0
4036.16602533866,0
4133.80608655293,0
4220.0925192146005,0
4054.6180820952295,0
3941.42799203986,0
3739.03451688803,0
3441.9060166614004,0
3272.4655634806604,0
3261.19137536838,0
3408.12758718558,0
3547.9869905558003,0
3855.70225398401,0
4160.03187922315,0
4395.54596168423,0
4491.869386609021,0
4426.42272685248,0
4272.46630963839,0
4042.31883227031,0
3834.6803581042095,0
3633.44908440008,0
3489.5116000555395,0
3559.48018284726,0
3661.56434134635,0
3950.1110970595296,0
4189.72973730661,0
4339.07484257385,0
4386.1206007834,0
4306.63524280559,0
4132.8493477008205,0
3872.19326239572,0
3568.1068750148,0
3430.48616004198,0
3412.3236931772,0
3555.5072598542206,0
3731.27086429321,0
4037.41106509197,0
4333.99360149491,0
4528.78130758952,0
4683.78641147239,0
4636.28446759386,0
4470.628197877199,0
4227.854766583449,0
3924.74959278224,0
3731.83315610694,0
3698.2680627651794,0
3765.52231147254,0
3933.0818884383,0
4114.45627469795,0
4365.53597996012,0
4482.77882020234,0
4556.27750980103,0
4414.548521276111,0
4372.08489037887,0
4028.8224566939502,0
3845.32656384742,0
3639.5430803178297,0
3546.8442474308504,0
3704.2703866059,0
3941.77750583084,0
4229.02871961491,0
4552.48520144918,0
4743.51227906507,0
4846.508155946311,0
4780.17433963526,0
4568.42421196002,0
4344.99176204614,0
4111.03793054039,0
3940.2661620119607,0
3872.28851133781,0
3919.293243930512,0
4018.1010345130094,0
4230.57421105925,0
4482.319863651061,0
4637.38616025212,0
4713.15698597396,0
4577.65847090169,0
4361.244234980039,0
4115.54004858909,0
3932.72235891521,0
3738.4946628705898,0
3679.59061310712,0
3813.40211754187,0
4023.16022184186,0
4291.41049793625,0
4632.71243531874,0
4845.06197715797,0
